Normals_0,Normals_1,Normals_2,Points_0,Points_1,Points_2
-0.945961,0.176502,0.272038,3.24503,3.45662,0.880272
-0.982232,0.095203,0.161732,3.21311,3.41356,0.765425
-0.998763,0.00135142,0.0497119,3.19826,3.36554,0.648979
-0.992988,-0.102472,-0.0589418,3.20165,3.31292,0.532931
-0.965467,-0.208766,-0.155853,3.22356,3.25667,0.419304
-0.919802,-0.310754,-0.239574,3.26307,3.19855,0.309644
-0.857541,-0.416785,-0.30152,3.31944,3.14036,0.205217
-0.791515,-0.493732,-0.360184,3.38996,3.08348,0.106563
-0.736847,-0.551136,-0.391542,3.47184,3.02859,0.0137093
-0.687858,-0.60003,-0.408429,3.56257,2.97546,-0.0733437
-0.643086,-0.645357,-0.412256,3.66038,2.92332,-0.154491
-0.597456,-0.690793,-0.40725,3.76412,2.87172,-0.229642
-0.546803,-0.736323,-0.398541,3.87375,2.82089,-0.298192
-0.492026,-0.788252,-0.369552,3.98957,2.77161,-0.359246
-0.439345,-0.808402,-0.391743,4.11168,2.725,-0.411857
-0.372777,-0.839102,-0.396162,4.23998,2.68223,-0.454476
-0.304546,-0.859874,-0.409718,4.37352,2.64399,-0.485723
-0.234181,-0.871089,-0.431697,4.51083,2.61049,-0.504513
-0.158858,-0.873526,-0.460127,4.65025,2.58192,-0.510116
-0.0772064,-0.866912,-0.492446,4.79028,2.55871,-0.502622
0.0113451,-0.850451,-0.525932,4.9291,2.54138,-0.482818
0.107593,-0.823699,-0.556726,5.06476,2.53023,-0.451314
0.210012,-0.787232,-0.579794,5.19578,2.5253,-0.408304
0.316462,-0.742854,-0.589932,5.32073,2.52631,-0.354109
0.423914,-0.693331,-0.582742,5.43793,2.53296,-0.28881
0.528665,-0.641359,-0.556033,5.54595,2.5449,-0.213002
0.626979,-0.588994,-0.509886,5.64333,2.56196,-0.127406
0.716445,-0.536522,-0.445927,5.72913,2.58403,-0.0332038
0.796875,-0.481858,-0.364423,5.80213,2.61114,0.0683993
0.866962,-0.422147,-0.264894,5.86079,2.64334,0.176162
0.924255,-0.353511,-0.144158,5.90323,2.68052,0.288755
0.961868,-0.273515,0.000449391,5.92672,2.72297,0.404644
0.969299,-0.186341,0.160427,5.92849,2.77126,0.521321
0.944606,-0.105353,0.310838,5.90755,2.82546,0.635374
0.900278,-0.0399813,0.433476,5.86694,2.88427,0.744556
0.850333,0.00926541,0.526164,5.80996,2.9463,0.847984
0.807422,0.0377728,0.588764,5.74046,3.00985,0.946076
0.774523,0.066483,0.629042,5.66223,3.07329,1.03976
0.739206,0.0890456,0.667567,5.57709,3.13546,1.12921
0.704281,0.11349,0.700791,5.48619,3.19514,1.21441
0.670734,0.130217,0.730177,5.39076,3.25097,1.29611
0.634293,0.151333,0.758136,5.2905,3.30311,1.37478
0.584048,0.178375,0.791878,5.18376,3.35244,1.44891
0.515968,0.211477,0.830093,5.06941,3.39914,1.51611
0.426994,0.24946,0.869164,4.94688,3.44254,1.57312
0.319364,0.288436,0.902669,4.81667,3.48159,1.61655
0.1958,0.324324,0.92546,4.68057,3.51577,1.64384
0.0776543,0.349039,0.933885,4.5413,3.54465,1.65256
-0.154838,0.389468,0.907932,4.29194,3.75609,1.55225
-0.0492452,0.38361,0.922181,4.4315,3.74231,1.57448
-0.241804,0.39239,0.887446,4.15516,3.76247,1.51857
-0.319028,0.391939,0.862905,4.02176,3.76249,1.47582
-0.39501,0.394068,0.829866,3.89228,3.75706,1.42547
-0.464735,0.392665,0.793621,3.76797,3.74638,1.3671
-0.543471,0.385546,0.74565,3.65076,3.73051,1.29977
-0.636655,0.367886,0.677739,3.54283,3.70919,1.22261
-0.731259,0.335086,0.594119,3.4468,3.68184,1.13517
-0.817185,0.286208,0.500293,3.36468,3.64816,1.03845
-0.887492,0.223507,0.402992,3.29767,3.60817,0.934348
-0.940969,0.148305,0.304276,3.24599,3.56241,0.825031
-0.977187,0.0598964,0.20376,3.21049,3.51129,0.712168
-0.993811,-0.0418141,0.102912,3.19201,3.45524,0.597507
-0.988012,-0.154253,0.00615345,3.1918,3.39473,0.48295
-0.959504,-0.270116,-0.079938,3.21036,3.3308,0.370451
-0.905963,-0.396378,-0.148711,3.24724,3.26527,0.261622
-0.839939,-0.502901,-0.203944,3.30202,3.20008,0.157882
-0.783136,-0.567835,-0.253499,3.37192,3.13674,0.0599097
-0.722562,-0.634005,-0.275575,3.4539,3.07598,-0.0322198
-0.669183,-0.688071,-0.280628,3.5451,3.01752,-0.118583
-0.621754,-0.734917,-0.270774,3.64338,2.96051,-0.199239
-0.575144,-0.77867,-0.250764,3.74749,2.90435,-0.274208
-0.524378,-0.82069,-0.226926,3.85744,2.84932,-0.342879
-0.468439,-0.859457,-0.204691,3.97375,2.7963,-0.404269
-0.408236,-0.893016,-0.189382,4.09668,2.74661,-0.457298
-0.346524,-0.919627,-0.184953,4.22618,2.70161,-0.500327
-0.286768,-0.938379,-0.192895,4.36131,2.66215,-0.531983
-0.228045,-0.949897,-0.213754,4.50049,2.62841,-0.5513
-0.165316,-0.954688,-0.247471,4.64201,2.60059,-0.557658
-0.0938712,-0.951593,-0.292674,4.78434,2.57912,-0.551112
-0.0109028,-0.938019,-0.346413,4.92562,2.56454,-0.532307
0.0847554,-0.911032,-0.403532,5.06382,2.5572,-0.501765
0.190881,-0.869047,-0.456423,5.19734,2.5571,-0.459684
0.303551,-0.813137,-0.496654,5.32473,2.56384,-0.406434
0.417646,-0.74721,-0.516961,5.44433,2.57698,-0.342205
0.527944,-0.676483,-0.513465,5.55479,2.59596,-0.26766
0.630237,-0.60556,-0.485899,5.65473,2.62047,-0.183562
0.722627,-0.536147,-0.436299,5.74327,2.6503,-0.0910598
0.805383,-0.466403,-0.365824,5.81907,2.68547,0.00873416
0.87731,-0.393467,-0.274795,5.88052,2.72602,0.114667
0.935692,-0.31373,-0.161412,5.92558,2.7718,0.225477
0.973812,-0.226009,-0.024702,5.95156,2.8229,0.339661
0.982557,-0.135838,0.127001,5.95591,2.87962,0.454807
0.960679,-0.0558656,0.271983,5.9378,2.94174,0.567694
0.921597,0.000132145,0.388148,5.90004,3.00791,0.676153
0.879021,0.0497873,0.474177,5.84559,3.07672,0.779231
0.826737,0.0825293,0.556503,5.7781,3.14652,0.877172
0.785694,0.109266,0.608889,5.70124,3.21576,0.970718
0.7482,0.129786,0.650655,5.61687,3.28338,1.06
0.718317,0.149579,0.679446,5.52625,3.34823,1.14501
0.686311,0.161727,0.7091,5.43073,3.40909,1.22644
0.64982,0.180126,0.738437,5.33013,3.46613,1.30474
0.600374,0.20462,0.773099,5.2228,3.51999,1.3784
0.534017,0.235122,0.812123,5.10757,3.57059,1.4451
0.44707,0.270601,0.852587,4.98383,3.61698,1.50166
0.341244,0.307311,0.88832,4.85211,3.65785,1.54482
0.22117,0.340687,0.913792,4.71427,3.69261,1.57226
0.080153,0.367066,0.926735,4.57302,3.7209,1.58183
-0.155018,0.409828,0.898894,4.31342,3.9288,1.48073
-0.0408442,0.403899,0.913891,4.45562,3.91753,1.50131
-0.248368,0.41014,0.877553,4.17393,3.93156,1.44843
-0.317882,0.406914,0.856371,4.03797,3.92693,1.40662
-0.390256,0.405787,0.826461,3.90619,3.91593,1.35678
-0.471048,0.401363,0.785507,3.77983,3.89885,1.29873
-0.563806,0.392085,0.726906,3.66067,3.87593,1.23185
-0.647793,0.369575,0.666167,3.55066,3.84713,1.15554
-0.729506,0.338371,0.594412,3.45216,3.81199,1.06949
-0.811707,0.288075,0.508079,3.36702,3.77037,0.974618
-0.880222,0.224116,0.418307,3.29656,3.72229,0.872594
-0.933424,0.147642,0.326988,3.2412,3.66828,0.765353
-0.970454,0.0580731,0.234195,3.20188,3.60882,0.65445
-0.988948,-0.0446787,0.141371,3.17952,3.54443,0.541532
-0.986003,-0.158468,0.0518315,3.1754,3.4757,0.428395
-0.958265,-0.28433,-0.0297313,3.19031,3.40374,0.31692
-0.909308,-0.40299,-0.103723,3.22427,3.33041,0.20879
-0.851759,-0.497194,-0.165241,3.27722,3.2578,0.105593
-0.785925,-0.583195,-0.205441,3.34629,3.18756,0.00815648
-0.723901,-0.651747,-0.226257,3.42824,3.12047,-0.0833847
-0.669811,-0.706443,-0.228674,3.51976,3.05621,-0.169187
-0.622641,-0.752218,-0.215609,3.6184,2.99382,-0.249476
-0.576644,-0.793832,-0.193166,3.72274,2.93261,-0.324386
-0.526185,-0.833493,-0.168578,3.83292,2.87287,-0.393295
-0.469802,-0.870395,-0.147302,3.94962,2.81562,-0.455122
-0.408151,-0.903027,-0.133999,4.07327,2.76235,-0.508644
-0.344299,-0.929599,-0.131546,4.20393,2.71466,-0.552126
-0.282358,-0.948957,-0.140555,4.3406,2.67354,-0.584207
-0.222032,-0.961583,-0.161432,4.48162,2.63919,-0.604056
-0.15832,-0.967988,-0.194766,4.62522,2.61178,-0.611169
-0.0859213,-0.966953,-0.24004,4.76986,2.59177,-0.605561
-0.00149956,-0.955532,-0.294884,4.9136,2.57973,-0.58772
0.0959323,-0.93012,-0.354505,5.05431,2.57605,-0.55807
0.203662,-0.888341,-0.411547,5.19034,2.58068,-0.516823
0.317199,-0.830663,-0.457585,5.32016,2.59315,-0.464411
0.431002,-0.76084,-0.485138,5.44217,2.61282,-0.401143
0.539854,-0.68459,-0.48979,5.55507,2.63897,-0.327759
0.640074,-0.607259,-0.470683,5.65761,2.67111,-0.245073
0.730597,-0.531123,-0.429112,5.74892,2.70893,-0.154193
0.812055,-0.454598,-0.365933,5.82759,2.75247,-0.0561384
0.88322,-0.375139,-0.281412,5.89188,2.80173,0.048032
0.941048,-0.289798,-0.174487,5.93964,2.85651,0.157125
0.979031,-0.198573,-0.0454739,5.96821,2.91674,0.269666
0.989382,-0.107631,0.097668,5.97529,2.98234,0.383347
0.973364,-0.0333319,0.22683,5.96026,3.05281,0.495165
0.935576,0.0310722,0.351756,5.92567,3.12672,0.603045
0.887439,0.0795758,0.454005,5.87413,3.20262,0.705969
0.842541,0.111699,0.526923,5.80903,3.27891,0.80399
0.801493,0.135658,0.582414,5.73391,3.35419,0.897655
0.762409,0.156559,0.62787,5.65063,3.42747,0.987039
0.726047,0.17478,0.665062,5.56055,3.49778,1.07211
0.691588,0.191488,0.696447,5.4651,3.56408,1.15348
0.651283,0.21141,0.728791,5.36424,3.62652,1.23146
0.597634,0.237402,0.765816,5.25636,3.68548,1.30461
0.526282,0.269242,0.806558,5.14028,3.74056,1.37069
0.434439,0.30508,0.84746,5.01537,3.79048,1.42665
0.325607,0.340337,0.882129,4.88218,3.83365,1.4694
0.204395,0.370626,0.906013,4.74265,3.86943,1.49688
0.0792289,0.392105,0.916502,4.59945,3.89751,1.50725
-0.151465,0.438075,0.886086,4.33332,4.09864,1.40414
-0.039289,0.434252,0.899934,4.47798,4.08963,1.42308
-0.237892,0.434646,0.868614,4.1913,4.09808,1.37324
-0.319876,0.432265,0.843105,4.05294,4.08913,1.3324
-0.396015,0.429173,0.811778,3.91901,4.07289,1.28314
-0.47379,0.423542,0.772098,3.79073,4.04979,1.22548
-0.555086,0.412169,0.722493,3.66975,4.02022,1.15913
-0.646616,0.387558,0.657029,3.55779,3.98433,1.08374
-0.74029,0.34862,0.574835,3.45697,3.94181,0.999124
-0.81767,0.296293,0.493586,3.36902,3.89265,0.906119
-0.882497,0.231666,0.409304,3.29534,3.83687,0.806179
-0.933695,0.155145,0.322713,3.23655,3.77502,0.70103
-0.969805,0.0664043,0.234667,3.19366,3.70762,0.592114
-0.988672,-0.0350008,0.145956,3.16766,3.6353,0.48098
-0.987371,-0.147048,0.0589458,3.15987,3.55875,0.369325
-0.968823,-0.247183,-0.0168374,3.17132,3.47913,0.258955
-0.930195,-0.35451,-0.0951865,3.20251,3.39837,0.151616
-0.872767,-0.460284,-0.162534,3.25368,3.31869,0.0490499
-0.809686,-0.547886,-0.210311,3.32188,3.24184,-0.0477791
-0.749693,-0.617516,-0.23798,3.40365,3.16866,-0.138685
-0.697927,-0.672342,-0.246683,3.49535,3.0988,-0.223892
-0.653738,-0.717543,-0.240328,3.59422,3.0312,-0.303774
-0.610767,-0.758825,-0.226159,3.69872,2.96513,-0.378558
-0.562181,-0.799427,-0.211825,3.80909,2.90088,-0.447607
-0.505367,-0.838895,-0.202139,3.92617,2.83962,-0.509753
-0.439961,-0.875342,-0.200527,4.05054,2.78299,-0.563646
-0.368725,-0.905878,-0.208393,4.1823,2.73278,-0.607474
-0.296661,-0.928104,-0.22498,4.32042,2.69012,-0.639891
-0.224757,-0.941857,-0.249781,4.46316,2.65522,-0.660198
-0.149141,-0.947519,-0.282779,4.6087,2.62823,-0.668
-0.0656604,-0.944106,-0.323036,4.75548,2.60959,-0.663278
0.0277945,-0.929377,-0.368085,4.90151,2.59994,-0.646376
0.130931,-0.900971,-0.413652,5.04457,2.59965,-0.61763
0.240131,-0.858031,-0.454004,5.18295,2.60868,-0.577267
0.350959,-0.801993,-0.483358,5.31508,2.62646,-0.525768
0.459037,-0.736373,-0.497031,5.43939,2.65221,-0.46354
0.560808,-0.665616,-0.492392,5.55462,2.68507,-0.391386
0.654224,-0.593467,-0.468816,5.65961,2.72442,-0.310155
0.739366,-0.521028,-0.426459,5.75349,2.76985,-0.220922
0.817074,-0.446458,-0.364781,5.8348,2.82136,-0.124621
0.885894,-0.367516,-0.283063,5.9017,2.87893,-0.02223
0.942313,-0.282082,-0.18021,5.95191,2.94231,0.0851161
0.979868,-0.191259,-0.0572557,5.98286,3.01122,0.195971
0.991907,-0.108065,0.0666496,5.99252,3.08528,0.308127
0.978379,-0.0257638,0.205209,5.98042,3.1637,0.418794
0.94349,0.0406257,0.328901,5.94889,3.24498,0.525993
0.900356,0.0891915,0.425915,5.9002,3.32764,0.628647
0.856462,0.124445,0.500985,5.83749,3.41014,0.726636
0.815051,0.151427,0.559252,5.76413,3.49118,0.820321
0.775088,0.174812,0.60719,5.68199,3.56989,0.909718
0.737523,0.195102,0.646525,5.59251,3.64542,0.994784
0.701524,0.213751,0.679834,5.49718,3.71692,1.076
0.659623,0.235598,0.713716,5.39605,3.78451,1.1536
0.604467,0.263488,0.751794,5.28761,3.84828,1.22614
0.531708,0.297048,0.793126,5.17068,3.90756,1.29151
0.438765,0.334137,0.834169,5.04463,3.96076,1.34677
0.329821,0.369827,0.868588,4.91006,4.0061,1.38904
0.210257,0.399736,0.89219,4.76895,4.04288,1.41652
0.0874095,0.420617,0.903018,4.62395,4.07082,1.42764
-0.0339851,0.464172,0.885093,4.49907,4.25811,1.33964
-0.135916,0.464163,0.87526,4.35216,4.2651,1.32229
-0.235489,0.462371,0.854844,4.2078,4.26154,1.2928
-0.322066,0.458431,0.82832,4.06723,4.24861,1.253
-0.401759,0.453211,0.795732,3.93131,4.22753,1.2044
-0.480907,0.445145,0.755364,3.80126,4.19883,1.14725
-0.561045,0.431552,0.706393,3.6786,4.16307,1.08154
-0.643221,0.408754,0.647447,3.56483,4.12058,1.00716
-0.724653,0.373927,0.57884,3.46189,4.07117,0.924027
-0.800496,0.326088,0.502865,3.37137,4.01495,0.832914
-0.866409,0.266213,0.422452,3.29476,3.95196,0.735072
-0.920078,0.195446,0.339495,3.23284,3.88275,0.632033
-0.960484,0.113382,0.254195,3.18671,3.80791,0.525136
-0.985711,0.0196239,0.167296,3.15738,3.72815,0.415841
-0.993153,-0.0856627,0.0794317,3.14622,3.64427,0.305746
-0.979984,-0.198935,-0.00748043,3.15451,3.55748,0.196589
-0.944699,-0.314666,-0.0923473,3.18312,3.46977,0.0901645
-0.891491,-0.421268,-0.166667,3.23259,3.38346,-0.0116494
-0.831208,-0.509976,-0.221401,3.2999,3.3004,-0.107771
-0.773263,-0.580367,-0.25542,3.38135,3.22147,-0.197969
-0.72359,-0.63518,-0.270118,3.47307,3.14628,-0.282526
-0.681859,-0.679717,-0.270283,3.57205,3.07375,-0.361936
-0.641245,-0.720446,-0.264127,3.67665,3.00309,-0.4365
-0.593948,-0.761464,-0.259612,3.7872,2.93464,-0.505563
-0.536411,-0.802612,-0.260915,3.90467,2.86969,-0.567879
-0.467393,-0.841726,-0.27026,4.02973,2.81,-0.621994
-0.38936,-0.875047,-0.287562,4.16253,2.75755,-0.666038
-0.308165,-0.899164,-0.310705,4.30202,2.71354,-0.69869
-0.226085,-0.913452,-0.338366,4.44634,2.67821,-0.719369
-0.140325,-0.918345,-0.370069,4.59367,2.65167,-0.727786
-0.047721,-0.913233,-0.404633,4.7424,2.63438,-0.723891
0.0528119,-0.896594,-0.439694,4.89052,2.62695,-0.707906
0.160031,-0.867128,-0.471677,5.03574,2.62981,-0.680089
0.269863,-0.825057,-0.496442,5.1763,2.64285,-0.640679
0.378191,-0.772279,-0.510447,5.31061,2.66546,-0.590191
0.48165,-0.711822,-0.511198,5.43709,2.69677,-0.52911
0.577888,-0.64697,-0.497468,5.55452,2.73582,-0.458277
0.665974,-0.580195,-0.468884,5.66179,2.78186,-0.378564
0.746775,-0.511718,-0.42482,5.75801,2.8344,-0.291015
0.821291,-0.439543,-0.363707,5.84168,2.89341,-0.196493
0.887972,-0.361697,-0.284045,5.9109,2.9588,-0.0959104
0.943009,-0.276793,-0.184713,5.96328,3.03025,0.00964759
0.977612,-0.19513,-0.0787333,5.99637,3.10729,0.118758
0.993164,-0.102967,0.0549738,6.00839,3.18925,0.22931
0.981755,-0.0193738,0.18916,5.99904,3.2751,0.338719
0.952109,0.0448386,0.302453,5.9704,3.36328,0.4451
0.911853,0.09617,0.399093,5.92444,3.45228,0.547329
0.869207,0.134801,0.475719,5.86405,3.54062,0.645128
0.827741,0.165088,0.536274,5.79243,3.6271,0.738684
0.787169,0.191257,0.586333,5.71145,3.71093,0.827959
0.748592,0.213944,0.627565,5.6226,3.79139,0.912891
0.711149,0.234886,0.662643,5.5274,3.86777,0.993848
0.667659,0.259031,0.69795,5.42602,3.94012,1.07094
0.610993,0.289163,0.736934,5.31699,4.0083,1.14279
0.536883,0.324729,0.778657,5.19919,4.07137,1.20734
0.442964,0.363302,0.819631,5.07205,4.12752,1.26183
0.333993,0.399635,0.853663,4.93618,4.1748,1.30359
0.215946,0.429401,0.876916,4.79363,4.2125,1.33102
0.0874631,0.45281,0.887307,4.64698,4.24035,1.34287
-0.0156928,0.489852,0.871665,4.51888,4.42294,1.25096
-0.12997,0.492599,0.860497,4.36992,4.42817,1.23518
-0.23344,0.489743,0.840034,4.22343,4.42193,1.20711
-0.324376,0.484047,0.812698,4.08083,4.40538,1.1684
-0.407391,0.476515,0.77908,3.9431,4.37984,1.12056
-0.487808,0.465889,0.738235,3.81143,4.34596,1.06404
-0.566926,0.450011,0.689989,3.68722,4.30448,0.999072
-0.646318,0.425702,0.633286,3.5718,4.25586,0.925795
-0.724311,0.390503,0.568226,3.46692,4.20007,0.844201
-0.79729,0.343463,0.496349,3.37408,4.13726,0.755005
-0.861705,0.285184,0.419684,3.29482,4.06753,0.659272
-0.915142,0.216702,0.339935,3.23008,3.99145,0.558362
-0.956412,0.137762,0.257483,3.18101,3.90967,0.453517
-0.983786,0.0478843,0.172836,3.14867,3.82298,0.346114
-0.994879,-0.0534277,0.0857947,3.13445,3.73226,0.23766
-0.986475,-0.163887,-0.00286189,3.13985,3.63879,0.129821
-0.955936,-0.278764,-0.0920683,3.16609,3.5446,0.0244355
-0.906369,-0.385894,-0.171989,3.21396,3.4521,-0.0765053
-0.848569,-0.475392,-0.232234,3.28033,3.36324,-0.171818
-0.792412,-0.546342,-0.271283,3.36136,3.27889,-0.261237
-0.744367,-0.601107,-0.290841,3.45293,3.19867,-0.345088
-0.70435,-0.644997,-0.296429,3.55189,3.12147,-0.423962
-0.665204,-0.685037,-0.297031,3.65653,3.04649,-0.498213
-0.618443,-0.725972,-0.300821,3.76724,2.97415,-0.567162
-0.559856,-0.767862,-0.311366,3.8851,2.90582,-0.629499
-0.487572,-0.808405,-0.32978,4.01084,2.84339,-0.683688
-0.403864,-0.843288,-0.354625,4.14464,2.78895,-0.727819
-0.315363,-0.868423,-0.382606,4.28538,2.7438,-0.760602
-0.22547,-0.882937,-0.411808,4.43117,2.70816,-0.781569
-0.132259,-0.887426,-0.441569,4.58011,2.68212,-0.790526
-0.0332334,-0.881662,-0.47071,4.73062,2.66611,-0.787402
0.072031,-0.864684,-0.497125,4.88063,2.66078,-0.77231
0.181703,-0.835892,-0.517946,5.02783,2.66651,-0.745446
0.291597,-0.796062,-0.530336,5.17039,2.68318,-0.707057
0.397998,-0.747112,-0.532373,5.30673,2.71015,-0.657681
0.498268,-0.691494,-0.523034,5.43526,2.74649,-0.597853
0.590786,-0.631606,-0.502041,5.55476,2.79119,-0.528431
0.67523,-0.569085,-0.469262,5.66413,2.84342,-0.4503
0.75292,-0.503645,-0.423619,5.76248,2.90261,-0.364471
0.824974,-0.433289,-0.362876,5.84824,2.96862,-0.271754
0.889843,-0.356285,-0.285026,5.91948,3.04133,-0.173009
0.938883,-0.280824,-0.199088,5.97376,3.12032,-0.0692811
0.978492,-0.188753,-0.0832151,6.00873,3.20494,0.0380263
0.994389,-0.0947646,0.0470017,6.02291,3.29425,0.146896
0.985831,-0.017152,0.166862,6.01612,3.38702,0.25494
0.959688,0.0483881,0.276871,5.99021,3.48163,0.360367
0.92227,0.102335,0.372753,5.94686,3.57655,0.462015
0.88103,0.144253,0.450529,5.88872,3.67036,0.559464
0.839737,0.177827,0.513049,5.81881,3.76195,0.652743
0.798744,0.206829,0.565004,5.739,3.8506,0.741761
0.759275,0.232016,0.608005,5.65081,3.93568,0.826436
0.720413,0.255423,0.644798,5.55579,4.01661,0.907017
0.675282,0.28207,0.681492,5.45413,4.09336,0.983509
0.617055,0.314607,0.721295,5.34449,4.16553,1.05455
0.541616,0.352269,0.763255,5.22583,4.23199,1.11819
0.446846,0.392338,0.80399,5.09761,4.29074,1.17184
0.337964,0.429306,0.837542,4.96054,4.33975,1.21303
0.22135,0.458958,0.860443,4.81667,4.37828,1.2404
0.104322,0.483852,0.86891,4.66855,4.40609,1.25291
-0.00842625,0.518534,0.855015,4.53742,4.58414,1.15706
-0.124406,0.520718,0.844616,4.38663,4.58786,1.14282
-0.231561,0.516668,0.824278,4.2382,4.57924,1.11619
-0.326627,0.509054,0.796353,4.09376,4.55944,1.07861
-0.412743,0.499063,0.761958,3.95438,4.52982,1.03162
-0.49433,0.485789,0.720865,3.82123,4.4912,0.975831
-0.572561,0.467586,0.673452,3.69561,4.44445,0.911731
-0.649533,0.441711,0.618868,3.57869,4.39019,0.839643
-0.724571,0.405977,0.556937,3.47206,4.32849,0.759646
-0.795055,0.359445,0.488555,3.37713,4.25959,0.672391
-0.858068,0.302398,0.41506,3.29551,4.1836,0.57878
-0.911128,0.235782,0.338014,3.22826,4.10114,0.480016
-0.952901,0.159488,0.257959,3.17658,4.01291,0.377257
-0.981823,0.07297,0.17521,3.14154,3.91978,0.2718
-0.995733,-0.0248272,0.0888845,3.12457,3.82272,0.165065
-0.991155,-0.132705,-0.00115659,3.12736,3.72306,0.0586519
-0.964556,-0.246635,-0.0938258,3.15144,3.62286,-0.0455712
-0.918123,-0.35399,-0.178159,3.19778,3.52463,-0.145518
-0.862567,-0.443947,-0.242671,3.26319,3.43036,-0.239921
-0.80803,-0.515262,-0.285645,3.34365,3.34093,-0.328488
-0.761266,-0.569996,-0.309157,3.43493,3.25596,-0.411578
-0.722358,-0.613379,-0.31932,3.53374,3.17435,-0.489852
-0.683933,-0.652806,-0.325698,3.63836,3.09534,-0.563695
-0.637058,-0.693469,-0.336539,3.74922,3.01941,-0.632405
-0.577122,-0.735557,-0.354804,3.86746,2.94803,-0.694615
-0.501857,-0.77671,-0.380606,3.99388,2.88316,-0.748729
-0.413454,-0.812321,-0.411328,4.12862,2.82699,-0.792817
-0.31921,-0.837909,-0.442734,4.27052,2.78089,-0.825628
-0.223473,-0.8525,-0.47255,4.41764,2.74506,-0.846799
-0.12497,-0.856892,-0.500119,4.56804,2.71956,-0.85622
-0.0216135,-0.851196,-0.524403,4.72014,2.70481,-0.853809
0.0866207,-0.834872,-0.543586,4.87185,2.70142,-0.839588
0.197565,-0.807764,-0.555414,5.02082,2.70975,-0.813701
0.307136,-0.770874,-0.558051,5.16522,2.72968,-0.776403
0.412057,-0.7259,-0.550707,5.30344,2.76052,-0.728238
0.510214,-0.674695,-0.533356,5.43391,2.80139,-0.669769
0.600386,-0.618951,-0.506395,5.55535,2.85121,-0.60185
0.682504,-0.559761,-0.469952,5.66665,2.90912,-0.525363
0.758067,-0.496598,-0.42276,5.76689,2.97445,-0.441291
0.828248,-0.42757,-0.3622,5.85448,3.047,-0.350406
0.885331,-0.359985,-0.294279,5.92745,3.12652,-0.253527
0.941008,-0.273659,-0.199036,5.98335,3.21253,-0.15167
0.980322,-0.178545,-0.0842037,6.01996,3.30418,-0.0462239
0.995213,-0.0925296,0.0314428,6.03608,3.40029,0.0608851
0.989216,-0.0153395,0.145662,6.03165,3.49945,0.167457
0.966295,0.0513845,0.252257,6.0083,3.60002,0.271794
0.931642,0.107772,0.347027,5.96744,3.70045,0.372704
0.891927,0.152853,0.42556,5.91149,3.79936,0.469644
0.850997,0.189681,0.489719,5.84328,3.89572,0.562498
0.809753,0.221537,0.543343,5.76466,3.98889,0.651125
0.769487,0.249324,0.587986,5.67716,4.0783,0.735417
0.729208,0.275372,0.626439,5.58232,4.16345,0.81551
0.682356,0.304722,0.66448,5.48039,4.24423,0.891291
0.622492,0.339821,0.705,5.37013,4.31999,0.961419
0.545745,0.379639,0.747018,5.25059,4.38942,1.02407
0.450272,0.42118,0.787313,5.12133,4.45044,1.0768
0.34165,0.458746,0.820261,4.98313,4.50095,1.11737
0.22646,0.488287,0.842788,4.83809,4.54023,1.14464
0.111019,0.512816,0.85129,4.68866,4.56803,1.15778
-0.00151235,0.546849,0.83723,4.55468,4.74171,1.05794
-0.119053,0.548408,0.827693,4.40226,4.74416,1.0452
-0.229675,0.543065,0.807669,4.25211,4.73349,1.02001
-0.328654,0.533406,0.7794,4.10601,4.71078,0.983635
-0.417663,0.520849,0.744496,3.96514,4.67747,0.937575
-0.500333,0.504874,0.703398,3.83066,4.63453,0.882641
-0.57781,0.484332,0.656932,3.70378,4.58297,0.819516
-0.652712,0.456848,0.604366,3.5855,4.52356,0.748706
-0.725263,0.420421,0.545197,3.4773,4.45645,0.670362
-0.793622,0.374118,0.47979,3.38053,4.38192,0.585071
-0.855358,0.317966,0.408974,3.29684,4.30017,0.493595
-0.907954,0.252835,0.334206,3.22739,4.21181,0.396997
-0.94996,0.178754,0.256171,3.17341,4.11763,0.296356
-0.979959,0.0951189,0.17502,3.13599,4.01856,0.192899
-0.996004,0.00039549,0.0893103,3.11658,3.91565,0.0879617
-0.994456,-0.105135,-0.00181683,3.11703,3.81028,-0.0169186
-0.971088,-0.218037,-0.0971983,3.13914,3.70455,-0.119855
-0.927349,-0.325315,-0.184917,3.18405,3.60103,-0.218687
-0.873856,-0.415398,-0.252627,3.24847,3.50175,-0.31208
-0.820841,-0.486883,-0.298604,3.32824,3.40758,-0.399722
-0.7751,-0.54163,-0.325357,3.41907,3.31815,-0.481996
-0.736804,-0.584713,-0.339455,3.51761,3.2324,-0.559605
-0.698471,-0.623731,-0.350853,3.62213,3.14963,-0.632948
-0.650923,-0.664127,-0.367743,3.73312,3.07041,-0.701291
-0.58938,-0.706123,-0.392456,3.85177,2.9963,-0.763225
-0.511382,-0.747356,-0.424203,3.97883,2.9293,-0.817115
-0.419126,-0.783124,-0.459402,4.11446,2.87168,-0.861032
-0.320463,-0.808786,-0.493122,4.25744,2.82481,-0.893769
-0.220485,-0.82337,-0.522923,4.40575,2.78892,-0.915058
-0.11839,-0.827872,-0.548281,4.55746,2.76401,-0.924869
-0.0123213,-0.822691,-0.568356,4.71096,2.75047,-0.923113
