Normals_0,Normals_1,Normals_2,Points_0,Points_1,Points_2
-0.163729,0.921458,-0.352289,-0.646562,-0.351723,-2.37052
-0.0817333,0.907215,-0.41265,-0.481049,-0.359195,-2.44174
0.000898779,0.88198,-0.471285,-0.313149,-0.382592,-2.50459
0.0837405,0.84527,-0.527737,-0.144565,-0.421812,-2.55842
0.165778,0.79712,-0.580619,0.0229486,-0.476917,-2.60244
0.246229,0.738229,-0.628004,0.187539,-0.547414,-2.63606
0.325112,0.669359,-0.668027,0.347264,-0.632914,-2.65861
0.402094,0.591988,-0.698477,0.500083,-0.732742,-2.66953
0.477076,0.507976,-0.717188,0.643803,-0.846083,-2.66838
0.550319,0.419065,-0.722173,0.776164,-0.971758,-2.65496
0.621455,0.327244,-0.711832,0.894852,-1.10843,-2.62907
0.689351,0.233816,-0.685657,0.998033,-1.25422,-2.59089
0.750171,0.140328,-0.646182,1.08404,-1.40716,-2.54057
0.796961,0.0654879,-0.60047,1.15284,-1.56445,-2.47967
0.830895,0.00911106,-0.556355,1.20741,-1.72322,-2.41139
0.855796,-0.0303661,-0.516421,1.25121,-1.88232,-2.33805
0.875118,-0.0568995,-0.480552,1.28684,-2.04144,-2.26116
0.89033,-0.0703916,-0.449841,1.31637,-2.20056,-2.18189
0.901333,-0.0657088,-0.428114,1.3424,-2.35952,-2.10174
0.928829,-0.178278,-0.324796,1.36927,-2.52043,-2.02184
0.899585,-0.42414,-0.104173,1.34599,-2.66552,-1.92603
0.816414,-0.575289,0.0501089,1.26749,-2.7838,-1.81886
0.781268,-0.618411,0.0847747,1.17323,-2.89108,-1.71174
0.772093,-0.629937,0.0839779,1.0762,-2.99604,-1.60528
0.774965,-0.625959,0.0872056,0.979513,-3.10123,-1.49852
0.762768,-0.635037,0.122118,0.882698,-3.20664,-1.3916
0.686967,-0.694094,0.215197,0.776412,-3.30392,-1.28564
0.513795,-0.783232,0.350088,0.647299,-3.37467,-1.18481
0.303079,-0.83313,0.462641,0.494715,-3.40473,-1.09677
0.137472,-0.842536,0.520801,0.330417,-3.40042,-1.02338
0.0280538,-0.837214,0.546156,0.162752,-3.37478,-0.960774
-0.052422,-0.826843,0.559985,-0.00548396,-3.33493,-0.905951
-0.121714,-0.81217,0.570583,-0.173271,-3.2836,-0.857766
-0.185951,-0.793183,0.579899,-0.339752,-3.22179,-0.816282
-0.244434,-0.766818,0.5935,-0.504271,-3.15046,-0.781943
-0.309661,-0.73762,0.600022,-0.666641,-3.0705,-0.75577
-0.378785,-0.696297,0.609666,-0.824906,-2.98019,-0.738196
-0.452388,-0.645537,0.615327,-0.976941,-2.8786,-0.729686
-0.528152,-0.58431,0.616147,-1.12109,-2.76575,-0.731183
-0.603756,-0.510958,0.611883,-1.25519,-2.64177,-0.743707
-0.671974,-0.428684,0.603889,-1.37687,-2.50741,-0.767676
-0.762129,-0.215014,0.610679,-1.49179,-2.13424,-0.70306
-0.718141,-0.313662,0.621201,-1.40109,-2.28364,-0.658204
-0.795614,-0.114812,0.594825,-1.5672,-1.98023,-0.758564
-0.82019,-0.0167705,0.571845,-1.62688,-1.82356,-0.824096
-0.836027,0.0761322,0.543381,-1.67095,-1.66577,-0.898489
-0.844079,0.165362,0.510085,-1.69968,-1.50831,-0.980583
-0.844605,0.253867,0.471374,-1.71279,-1.35277,-1.06943
-0.836679,0.344023,0.426164,-1.70966,-1.20068,-1.16429
-0.818565,0.436745,0.373102,-1.68921,-1.05378,-1.26456
-0.790488,0.529066,0.308575,-1.65034,-0.914303,-1.36948
-0.742378,0.627518,0.234725,-1.5916,-0.785146,-1.47808
-0.682262,0.715631,0.149636,-1.51269,-0.669304,-1.58872
-0.611384,0.788941,0.0615013,-1.4142,-0.56959,-1.6994
-0.537438,0.843042,-0.0209609,-1.29921,-0.486659,-1.80814
-0.4638,0.880731,-0.0959262,-1.17114,-0.419896,-1.91355
-0.390882,0.905615,-0.164534,-1.03263,-0.368722,-2.01464
-0.317244,0.920228,-0.229209,-0.885854,-0.332533,-2.11067
-0.24151,0.925457,-0.291893,-0.73236,-0.31151,-2.20074
-0.163267,0.921097,-0.353445,-0.573668,-0.30569,-2.28407
-0.0825978,0.906494,-0.414062,-0.411179,-0.315497,-2.3597
-0.00121042,0.881322,-0.472515,-0.246448,-0.340994,-2.42683
0.080634,0.845154,-0.528406,-0.0811391,-0.381997,-2.48475
0.162146,0.797914,-0.580554,0.08305,-0.438503,-2.53264
0.242671,0.740021,-0.62728,0.244331,-0.510031,-2.56988
0.322148,0.671923,-0.666888,0.40082,-0.596207,-2.59574
0.40012,0.594751,-0.697263,0.550538,-0.696374,-2.60963
0.476295,0.510048,-0.716236,0.691353,-0.809725,-2.611
0.550662,0.419396,-0.721719,0.821078,-0.935086,-2.59952
0.622437,0.324987,-0.712008,0.937448,-1.07114,-2.5749
0.690055,0.228702,-0.686673,1.03865,-1.21604,-2.53733
0.749651,0.132887,-0.648355,1.12303,-1.36784,-2.48705
0.794873,0.0556775,-0.604216,1.1906,-1.52383,-2.42569
0.827408,-0.0025011,-0.561595,1.24427,-1.6812,-2.35649
0.851426,-0.0435145,-0.522667,1.28734,-1.83884,-2.28183
0.87045,-0.0713362,-0.48706,1.32232,-1.99642,-2.20323
0.885995,-0.0858686,-0.455674,1.35117,-2.15383,-2.12184
0.898015,-0.0818592,-0.432283,1.37641,-2.31086,-2.03916
0.925954,-0.190875,-0.325847,1.40233,-2.46952,-1.95628
0.897649,-0.428343,-0.103679,1.37891,-2.61236,-1.85726
0.818067,-0.573099,0.0482004,1.3016,-2.72868,-1.74651
0.785363,-0.613716,0.0809799,1.20967,-2.83443,-1.63522
0.77381,-0.627817,0.0840431,1.11517,-2.93787,-1.52433
0.770957,-0.630018,0.0932855,1.01946,-3.04021,-1.41337
0.756469,-0.641012,0.129841,0.922495,-3.14153,-1.30242
0.684497,-0.694589,0.221382,0.816583,-3.23457,-1.19228
0.52001,-0.77629,0.356319,0.689185,-3.30197,-1.08697
0.318005,-0.822616,0.471354,0.539292,-3.32999,-0.994239
0.156365,-0.831658,0.532818,0.378016,-3.32457,-0.916122
0.0469936,-0.826235,0.561362,0.213352,-3.29819,-0.849031
-0.0347468,-0.815087,0.578296,0.0480369,-3.25759,-0.79018
-0.104863,-0.799263,0.591762,-0.116825,-3.20551,-0.738445
-0.16977,-0.77898,0.603629,-0.280278,-3.14307,-0.693738
-0.229809,-0.750755,0.619318,-0.441614,-3.07099,-0.656278
-0.296456,-0.72056,0.626823,-0.600241,-2.98962,-0.626778
-0.364494,-0.679569,0.636655,-0.754736,-2.89815,-0.605812
-0.436738,-0.629652,0.642494,-0.903438,-2.79607,-0.594065
-0.512121,-0.568833,0.643553,-1.04465,-2.68329,-0.592537
-0.588687,-0.494644,0.639355,-1.17619,-2.55979,-0.602379
-0.659927,-0.408149,0.630802,-1.29557,-2.42609,-0.624422
-0.751742,-0.182007,0.633843,-1.39984,-2.05292,-0.565238
-0.708202,-0.284909,0.64597,-1.31257,-2.20145,-0.51928
-0.782198,-0.08353,0.617406,-1.4722,-1.9001,-0.622033
-0.804411,0.0107945,0.593974,-1.52968,-1.74472,-0.688483
-0.819233,0.10033,0.564616,-1.57228,-1.58831,-0.763663
-0.827191,0.186768,0.529975,-1.60015,-1.43229,-0.846627
-0.828167,0.273154,0.489415,-1.6129,-1.27825,-0.936611
-0.820906,0.361765,0.441859,-1.60979,-1.12777,-1.03306
-0.807724,0.441266,0.390981,-1.58965,-0.982662,-1.13549
-0.777704,0.537958,0.325234,-1.55141,-0.84513,-1.24308
-0.729949,0.638447,0.24405,-1.49373,-0.718015,-1.35477
-0.671921,0.723705,0.157395,-1.41631,-0.604236,-1.46886
-0.603267,0.794663,0.0676731,-1.31969,-0.506586,-1.5833
-0.531177,0.847101,-0.0164551,-1.20683,-0.425778,-1.69603
-0.458937,0.883585,-0.0930331,-1.08111,-0.36124,-1.80556
-0.387104,0.907499,-0.163086,-0.945097,-0.312405,-1.91085
-0.314458,0.921247,-0.228957,-0.800999,-0.278644,-2.01107
-0.239809,0.925705,-0.292508,-0.650358,-0.260075,-2.10533
-0.162774,0.920758,-0.354554,-0.494702,-0.256646,-2.19281
-0.0833529,0.905862,-0.415291,-0.335422,-0.268696,-2.27254
-0.00311899,0.880787,-0.473503,-0.174052,-0.296207,-2.34368
0.0777961,0.845142,-0.52885,-0.0122144,-0.338925,-2.40549
0.158777,0.798753,-0.58033,0.148453,-0.396786,-2.45713
0.239287,0.741792,-0.626487,0.306225,-0.469316,-2.49793
0.319219,0.67443,-0.665765,0.459278,-0.556158,-2.52713
0.398039,0.597468,-0.69613,0.605694,-0.65667,-2.54409
0.475316,0.512138,-0.715395,0.7434,-0.770068,-2.54815
0.550809,0.419852,-0.721342,0.870271,-0.895186,-2.53887
0.623294,0.323022,-0.712152,0.984087,-1.03072,-2.51584
0.69073,0.224149,-0.687495,1.08306,-1.17485,-2.47925
0.749211,0.126321,-0.650174,1.16559,-1.32565,-2.42945
0.793035,0.0469351,-0.607366,1.23171,-1.48045,-2.36815
0.824305,-0.0130611,-0.565995,1.28424,-1.63654,-2.29859
0.847502,-0.0558119,-0.52785,1.32635,-1.79284,-2.22317
0.866239,-0.0852774,-0.492299,1.36039,-1.94897,-2.14343
0.882104,-0.101354,-0.460023,1.38824,-2.10476,-2.06046
0.895163,-0.098699,-0.434675,1.41232,-2.25993,-1.97574
0.923251,-0.203905,-0.325623,1.43679,-2.41636,-1.89034
0.895932,-0.431984,-0.103414,1.41307,-2.55703,-1.78869
0.820043,-0.570487,0.0455434,1.33711,-2.67164,-1.67502
0.789261,-0.609222,0.0769111,1.24754,-2.776,-1.56027
0.775568,-0.625661,0.083916,1.1555,-2.87798,-1.4456
0.767647,-0.633177,0.0990209,1.06086,-2.97758,-1.33103
0.750958,-0.645905,0.137365,0.963976,-3.07502,-1.21658
0.682623,-0.694475,0.227444,0.858606,-3.16397,-1.10278
0.526859,-0.768965,0.362095,0.733053,-3.22818,-0.993516
0.333851,-0.81169,0.479273,0.586013,-3.25432,-0.89651
0.176245,-0.820286,0.544122,0.427924,-3.24794,-0.813965
0.066621,-0.814586,0.576204,0.266411,-3.22084,-0.742613
-0.0167041,-0.802396,0.596558,0.104167,-3.17939,-0.679933
-0.0877041,-0.785188,0.613016,-0.057591,-3.12637,-0.624834
-0.152928,-0.763544,0.627386,-0.217801,-3.06308,-0.577056
-0.213628,-0.733728,0.644985,-0.375716,-2.9901,-0.53657
-0.280956,-0.702943,0.653403,-0.530433,-2.90735,-0.503792
-0.34775,-0.662569,0.663379,-0.681011,-2.81478,-0.479403
-0.418693,-0.613706,0.669373,-0.826199,-2.71226,-0.464279
-0.493774,-0.553518,0.670676,-0.964283,-2.59955,-0.459484
-0.571552,-0.478558,0.666566,-1.09307,-2.4765,-0.466314
-0.646434,-0.387315,0.657351,-1.20994,-2.34338,-0.486056
-0.74054,-0.147812,0.655555,-1.30288,-1.96995,-0.431815
-0.697332,-0.255156,0.669794,-1.21944,-2.11774,-0.384958
-0.767845,-0.0519414,0.638527,-1.37183,-1.81822,-0.489615
-0.787723,0.0377188,0.614873,-1.42684,-1.66404,-0.556561
-0.801735,0.123313,0.58482,-1.46777,-1.50889,-0.632002
-0.809885,0.206689,0.548968,-1.49462,-1.35417,-0.715241
-0.811615,0.290929,0.506598,-1.50687,-1.2015,-0.805732
-0.805286,0.378157,0.45663,-1.50364,-1.0525,-0.903126
-0.791254,0.464689,0.397467,-1.48367,-0.909079,-1.00706
-0.76003,0.55925,0.331049,-1.44595,-0.773418,-1.11666
-0.71802,0.648674,0.252327,-1.38922,-0.648289,-1.2308
-0.66205,0.731247,0.164215,-1.31321,-0.536532,-1.34771
-0.59554,0.799999,0.0730333,-1.21845,-0.440904,-1.46529
-0.525191,0.85089,-0.0126597,-1.10776,-0.362179,-1.58142
-0.454243,0.886244,-0.0907476,-0.984442,-0.299829,-1.69453
-0.383421,0.909235,-0.162112,-0.851038,-0.253291,-1.8035
-0.311726,0.922161,-0.229008,-0.709743,-0.221903,-1.90746
-0.238127,0.925906,-0.293247,-0.562109,-0.205716,-2.00548
-0.162245,0.920435,-0.355634,-0.409661,-0.204592,-2.09674
-0.0839963,0.905299,-0.416387,-0.253778,-0.218793,-2.18024
-0.00483159,0.88034,-0.474319,-0.0959627,-0.248233,-2.25513
0.0752134,0.845193,-0.529142,0.0622088,-0.292597,-2.32064
0.155656,0.799604,-0.580004,0.219156,-0.351766,-2.37589
0.236068,0.743528,-0.62565,0.373221,-0.425269,-2.4202
0.316321,0.676888,-0.664653,0.522639,-0.512765,-2.45277
0.395853,0.600166,-0.695055,0.665551,-0.613633,-2.47289
0.474153,0.514278,-0.714631,0.799943,-0.727112,-2.47983
0.550767,0.420454,-0.721023,0.923744,-0.852059,-2.473
0.62401,0.321348,-0.712283,1.03477,-0.987183,-2.45188
0.691331,0.220137,-0.688187,1.13127,-1.13066,-2.41665
0.748778,0.120601,-0.651757,1.21171,-1.28057,-2.36779
0.791351,0.0392294,-0.610102,1.27615,-1.43431,-2.30706
0.821486,-0.0225903,-0.569781,1.32733,-1.58924,-2.23769
0.843942,-0.0672577,-0.532201,1.36822,-1.74432,-2.16208
0.862421,-0.0987001,-0.496476,1.40106,-1.8991,-2.08175
0.878609,-0.1168,-0.463037,1.42761,-2.05336,-1.99774
0.892733,-0.116172,-0.435352,1.45013,-2.20673,-1.91149
0.920705,-0.217324,-0.324149,1.47264,-2.36094,-1.82401
0.894429,-0.435084,-0.103432,1.44846,-2.49954,-1.7203
0.822314,-0.567474,0.0420895,1.37402,-2.61266,-1.6044
0.79297,-0.604924,0.0725693,1.28683,-2.71581,-1.48686
0.777357,-0.623481,0.083593,1.19718,-2.81636,-1.3691
0.765011,-0.635506,0.104356,1.10373,-2.91337,-1.2515
0.746224,-0.649793,0.144631,1.00714,-3.00712,-1.13408
0.681319,-0.693795,0.233352,0.902482,-3.09215,-1.01715
0.522115,-0.765122,0.376808,0.778906,-3.15328,-0.904444
0.329582,-0.804142,0.494704,0.634877,-3.17771,-0.803583
0.197038,-0.808459,0.55459,0.48014,-3.17052,-0.716907
0.0869149,-0.802285,0.59058,0.321927,-3.14274,-0.64152
0.00173534,-0.788768,0.614689,0.162907,-3.10033,-0.57521
-0.0701714,-0.769936,0.634251,0.00442996,-3.04616,-0.516933
-0.135336,-0.746891,0.651029,-0.152321,-2.98181,-0.466236
-0.190605,-0.720032,0.667251,-0.306578,-2.9078,-0.422818
-0.257047,-0.686109,0.680575,-0.457217,-2.8237,-0.386814
-0.328429,-0.645445,0.68959,-0.603729,-2.7301,-0.35897
-0.398096,-0.597896,0.69573,-0.745223,-2.62716,-0.340327
-0.472934,-0.538607,0.697306,-0.879987,-2.51453,-0.332026
-0.552177,-0.462984,0.693359,-1.00583,-2.3919,-0.335511
-0.631356,-0.366477,0.683436,-1.11998,-2.25928,-0.352579
-0.728481,-0.112773,0.675721,-1.20091,-1.88533,-0.302791
-0.685447,-0.224713,0.692579,-1.12168,-2.0325,-0.255236
-0.752576,-0.0204206,0.658188,-1.2661,-1.73459,-0.361312
-0.770187,0.0636393,0.634636,-1.31836,-1.58149,-0.428329
-0.783608,0.144757,0.604156,-1.35741,-1.42749,-0.503505
-0.792241,0.224848,0.567273,-1.38308,-1.27396,-0.586425
-0.795029,0.306969,0.523162,-1.39469,-1.12252,-0.676788
-0.792625,0.382252,0.475005,-1.39122,-0.974875,-0.774474
-0.77707,0.473881,0.414244,-1.37128,-0.833036,-0.879269
-0.747034,0.571111,0.340252,-1.33394,-0.699167,-0.990236
-0.706647,0.658153,0.259777,-1.27805,-0.575969,-1.10617
-0.652693,0.738237,0.170288,-1.2034,-0.46619,-1.22526
-0.588234,0.804945,0.077743,-1.11048,-0.372543,-1.34536
-0.519504,0.854416,-0.00944738,-1.002,-0.295861,-1.4643
-0.449731,0.888721,-0.0889736,-0.881149,-0.235662,-1.58045
-0.379839,0.910838,-0.161543,-0.75045,-0.191381,-1.69259
-0.309046,0.922985,-0.229323,-0.612085,-0.162311,-1.79982
-0.236456,0.926064,-0.294098,-0.467612,-0.148432,-1.90119
-0.161672,0.920124,-0.3567,-0.318547,-0.149526,-1.99585
-0.0845261,0.904788,-0.41739,-0.166247,-0.165788,-2.08281
-0.00635391,0.879954,-0.475016,-0.0121792,-0.19707,-2.1612
0.0728749,0.845278,-0.529334,0.14213,-0.243012,-2.23021
0.152771,0.800442,-0.579616,0.295161,-0.303442,-2.28894
0.233003,0.745218,-0.624788,0.445319,-0.377891,-2.3367
0.313449,0.679302,-0.663551,0.590901,-0.46603,-2.37266
0.393567,0.602865,-0.694016,0.73011,-0.567262,-2.39605
0.47281,0.516492,-0.713923,0.860983,-0.680858,-2.40604
0.550538,0.421218,-0.720752,0.981495,-0.805705,-2.40192
0.624576,0.319968,-0.712408,1.0895,-0.940518,-2.38302
0.691822,0.216655,-0.688798,1.18328,-1.08346,-2.34954
0.748294,0.11571,-0.653198,1.2614,-1.23261,-2.30206
0.789744,0.0325405,-0.612573,1.32393,-1.38541,-2.2424
0.818872,-0.0311025,-0.573133,1.37352,-1.5393,-2.17378
0.840677,-0.0778551,-0.535912,1.41296,-1.69326,-2.09856
0.858943,-0.111591,-0.499764,1.44432,-1.84681,-2.01819
0.87547,-0.132182,-0.464844,1.46925,-1.99963,-1.93369
0.890683,-0.134245,-0.434352,1.48984,-2.15127,-1.84641
0.918297,-0.231107,-0.321434,1.50989,-2.30326,-1.7573
0.893132,-0.437657,-0.103789,1.4851,-2.43988,-1.65209
0.824859,-0.564074,0.0377846,1.41232,-2.55176,-1.53463
0.796499,-0.60081,0.0679471,1.32755,-2.65385,-1.41501
0.779166,-0.62129,0.0830669,1.24021,-2.75301,-1.29482
0.763018,-0.637079,0.109237,1.14805,-2.84756,-1.17479
0.742249,-0.652754,0.151584,1.05199,-2.93782,-1.05492
0.680554,-0.692596,0.239076,0.94821,-3.01908,-0.935384
0.545665,-0.751115,0.371585,0.826741,-3.07728,-0.819754
0.364127,-0.790569,0.492355,0.685885,-3.10017,-0.715457
0.218657,-0.796232,0.564095,0.534665,-3.09232,-0.624948
0.107846,-0.78936,0.604384,0.379901,-3.0639,-0.545752
0.0205979,-0.774208,0.632596,0.224256,-3.02041,-0.476012
-0.0522003,-0.753514,0.655357,0.069238,-2.9649,-0.414741
-0.11691,-0.729053,0.674399,-0.0838384,-2.89927,-0.361278
-0.179986,-0.70006,0.691029,-0.234198,-2.82408,-0.315023
-0.234339,-0.667659,0.706623,-0.380593,-2.73865,-0.275842
-0.299767,-0.630001,0.716407,-0.522891,-2.6441,-0.244511
-0.37481,-0.582441,0.721304,-0.66051,-2.54077,-0.22221
-0.449438,-0.52437,0.723216,-0.791763,-2.42821,-0.210161
-0.530393,-0.448233,0.719562,-0.914474,-2.30598,-0.209972
-0.614564,-0.345955,0.708961,-1.02571,-2.17379,-0.223991
-0.715548,-0.0772505,0.694279,-1.09394,-1.79906,-0.178165
-0.672483,-0.193919,0.714257,-1.01932,-1.94574,-0.130116
-0.736434,0.0106644,0.676425,-1.155,-1.64921,-0.237123
-0.751866,0.0882154,0.653388,-1.20425,-1.49709,-0.303788
-0.764916,0.164362,0.622806,-1.24122,-1.34412,-0.378172
-0.775381,0.231688,0.587456,-1.26554,-1.19164,-0.46018
-0.778212,0.30732,0.547668,-1.27638,-1.04131,-0.549779
-0.776262,0.398694,0.488323,-1.27252,-0.894894,-0.647108
-0.760436,0.494043,0.421496,-1.25248,-0.754532,-0.752114
-0.734621,0.581928,0.348844,-1.21539,-0.622378,-0.863798
-0.695867,0.666852,0.266602,-1.16024,-0.501053,-0.980885
-0.643876,0.744662,0.175789,-1.08687,-0.393211,-1.10152
-0.581368,0.809504,0.0819447,-0.995781,-0.301503,-1.22351
-0.514127,0.857688,-0.00670849,-0.889538,-0.226826,-1.34469
-0.445408,0.891029,-0.087631,-0.771228,-0.168741,-1.46332
-0.376355,0.912322,-0.161325,-0.643333,-0.126675,-1.57813
-0.306411,0.923728,-0.229869,-0.508025,-0.0998682,-1.68817
-0.234788,0.926185,-0.295051,-0.366867,-0.088224,-1.79245
-0.161051,0.919819,-0.357766,-0.221359,-0.0914499,-1.89015
-0.0849411,0.904315,-0.41833,-0.0728294,-0.109681,-1.98025
-0.00768997,0.879609,-0.475636,0.0772983,-0.14272,-2.06187
0.0707736,0.845373,-0.529467,0.227551,-0.190171,-2.13418
0.150112,0.801249,-0.579195,0.376467,-0.251815,-2.19627
0.230083,0.746855,-0.623915,0.522519,-0.327181,-2.24743
0.310597,0.681678,-0.662454,0.664066,-0.415952,-2.2868
0.391177,0.605583,-0.693001,0.79937,-0.517556,-2.31356
0.471289,0.518803,-0.713253,0.926519,-0.631306,-2.32679
0.550123,0.422162,-0.720517,1.04353,-0.756122,-2.32563
0.62498,0.318889,-0.712538,1.14827,-0.890729,-2.30926
0.696832,0.205906,-0.687043,1.23908,-1.03326,-2.2779
0.752678,0.102504,-0.650361,1.31464,-1.18178,-2.23226
0.788152,0.0268594,-0.614894,1.37505,-1.33375,-2.1742
0.816396,-0.0386064,-0.5762,1.42282,-1.48672,-2.10688
0.837647,-0.0876081,-0.53914,1.46056,-1.63968,-2.03259
0.85576,-0.123948,-0.502306,1.49019,-1.7921,-1.95276
0.87265,-0.147489,-0.465542,1.51317,-1.94357,-1.8683
0.888968,-0.152907,-0.43169,1.53145,-2.09354,-1.78049
0.916006,-0.245241,-0.317475,1.54854,-2.24333,-1.69021
0.892032,-0.439716,-0.10454,1.52297,-2.37805,-1.58408
0.827655,-0.560291,0.0325635,1.45201,-2.48894,-1.46573
0.799862,-0.596865,0.0630328,1.36969,-2.59012,-1.34471
0.780987,-0.619096,0.0823294,1.28459,-2.68793,-1.22277
0.761635,-0.637969,0.113612,1.19384,-2.78016,-1.10088
0.739008,-0.654867,0.158168,1.09853,-2.86713,-0.979102
0.680295,-0.690924,0.244589,0.995791,-2.94479,-0.857487
0.554119,-0.742957,0.375456,0.87656,-3.00017,-0.739447
0.372648,-0.779683,0.503218,0.739037,-3.02169,-0.632133
0.223992,-0.785725,0.576596,0.591498,-3.01334,-0.538089
0.129377,-0.775852,0.617507,0.440332,-2.98429,-0.455308
0.0399054,-0.758734,0.650178,0.288215,-2.93963,-0.382338
-0.0337296,-0.735941,0.676205,0.136833,-2.88259,-0.318258
-0.0975723,-0.710093,0.697314,-0.0123528,-2.81545,-0.262181
-0.159178,-0.680606,0.715149,-0.158576,-2.73894,-0.213185
-0.220572,-0.647364,0.729567,-0.300561,-2.65222,-0.170877
-0.272283,-0.613062,0.741631,-0.438496,-2.55677,-0.136027
-0.340969,-0.570017,0.747543,-0.572059,-2.45309,-0.109928
-0.423137,-0.511101,0.748152,-0.699612,-2.34061,-0.09389
-0.506043,-0.434638,0.74499,-0.818998,-2.21875,-0.0896955
-0.595939,-0.326095,0.733838,-0.927106,-2.08692,-0.100293
-0.701751,-0.0416113,0.711206,-0.981955,-1.71115,-0.0579378
-0.658394,-0.16313,0.734783,-0.912332,-1.85746,-0.0095972
-0.720114,0.0298667,0.693212,-1.03853,-1.56208,-0.117049
-0.731381,0.0999661,0.674602,-1.08451,-1.41084,-0.182938
-0.743876,0.170522,0.646197,-1.11919,-1.25878,-0.256005
-0.756584,0.249033,0.604619,-1.142,-1.10723,-0.336504
-0.761457,0.333262,0.555985,-1.15192,-0.957867,-0.424707
-0.759603,0.417437,0.498747,-1.14755,-0.812557,-0.521026
-0.747185,0.504938,0.432149,-1.12727,-0.673567,-0.625595
-0.722821,0.591654,0.357037,-1.0903,-0.543049,-0.737349
-0.685703,0.674751,0.272988,-1.03577,-0.423543,-0.854942
-0.635615,0.750519,0.180875,-0.963629,-0.317594,-0.976472
-0.574952,0.813679,0.0857649,-0.874358,-0.227783,-1.09975
-0.509066,0.860716,-0.00434802,-0.770383,-0.155073,-1.22258
-0.441272,0.89318,-0.0866529,-0.65468,-0.0990652,-1.34315
-0.372964,0.913697,-0.161415,-0.529686,-0.0591721,-1.46012
-0.303812,0.924398,-0.230623,-0.397563,-0.0345736,-1.57249
-0.233115,0.926272,-0.296103,-0.259875,-0.0250917,-1.67927
-0.160375,0.919517,-0.358844,-0.118098,-0.0303626,-1.77963
-0.0852398,0.903868,-0.419234,0.0264757,-0.0504718,-1.87256
-0.00884237,0.879286,-0.476212,0.17247,-0.0851811,-1.95715
0.0689029,0.84546,-0.529575,0.318469,-0.134073,-2.03256
0.147671,0.802013,-0.578765,0.463075,-0.196885,-2.09788
0.227301,0.748435,-0.623041,0.604822,-0.27314,-2.15239
0.30776,0.684023,-0.661359,0.742133,-0.362532,-2.19519
0.388682,0.608332,-0.691995,0.873331,-0.464516,-2.22543
0.46959,0.521226,-0.712607,0.996551,-0.578456,-2.24207
0.549517,0.423298,-0.720312,1.10984,-0.703312,-2.24412
0.630507,0.310313,-0.711454,1.21108,-0.837815,-2.23061
0.698611,0.20005,-0.686967,1.29869,-0.980058,-2.20175
0.746844,0.109099,-0.655988,1.37145,-1.12806,-2.15838
0.786522,0.0221884,-0.617164,1.42951,-1.27933,-2.10243
0.814005,-0.0451014,-0.579105,1.47524,-1.43151,-2.03697
0.834805,-0.0965187,-0.542019,1.51103,-1.58357,-1.9642
0.852833,-0.135774,-0.504224,1.53864,-1.73496,-1.88545
0.870114,-0.162724,-0.465211,1.55938,-1.88517,-1.80157
0.88754,-0.172166,-0.427355,1.57496,-2.03355,-1.71373
0.913805,-0.25973,-0.312251,1.58858,-2.18113,-1.62273
0.891124,-0.441268,-0.105743,1.56207,-2.31406,-1.51625
0.830686,-0.556117,0.026349,1.4931,-2.42418,-1.39768
0.803073,-0.593071,0.0578052,1.41326,-2.52463,-1.27597
0.782818,-0.616908,0.0813699,1.33032,-2.62113,-1.15294
0.760827,-0.638242,0.117425,1.24108,-2.71117,-1.02979
0.736468,-0.656208,0.164333,1.14675,-2.79505,-0.906621
0.680507,-0.688823,0.249866,1.04523,-2.86925,-0.783458
0.56292,-0.734656,0.378684,0.928361,-2.92197,-0.663522
0.406238,-0.764541,0.500447,0.794333,-2.94229,-0.55361
0.251823,-0.771907,0.583734,0.65064,-2.93358,-0.45633
0.137008,-0.762474,0.632347,0.503222,-2.90394,-0.37019
0.0596733,-0.742378,0.667319,0.354783,-2.85798,-0.294188
-0.0147028,-0.717262,0.696648,0.207216,-2.79921,-0.227485
-0.0772571,-0.6901,0.719578,0.0621357,-2.73037,-0.168946
-0.13658,-0.660574,0.738233,-0.079714,-2.65239,-0.117304
-0.195385,-0.628697,0.752705,-0.21712,-2.56441,-0.0719199
-0.25481,-0.594427,0.762711,-0.350546,-2.46813,-0.0335181
-0.308654,-0.556287,0.771542,-0.479872,-2.36412,-0.00347982
-0.379694,-0.508179,0.773037,-0.603533,-2.25173,0.0167872
-0.462428,-0.437103,0.771428,-0.719405,-2.1302,0.0253179
-0.56538,-0.316732,0.761595,-0.824182,-1.99865,0.0185174
-0.685401,-0.0229761,0.727803,-0.864967,-1.6216,0.0578907
-0.630564,-0.163065,0.758814,-0.800733,-1.76766,0.10632
-0.703463,0.0644326,0.707805,-0.916691,-1.47319,-0.00108838
-0.713262,0.134354,0.6879,-0.959121,-1.32272,-0.0657792
-0.725775,0.198445,0.658688,-0.991314,-1.17146,-0.137002
-0.737296,0.267135,0.620511,-1.01245,-1.02072,-0.215399
-0.744985,0.342901,0.572204,-1.02131,-0.872194,-0.30157
-0.745171,0.426819,0.512393,-1.0163,-0.727863,-0.396231
-0.734476,0.514329,0.442732,-0.995637,-0.590142,-0.499712
-0.71165,0.600252,0.365036,-0.958661,-0.461181,-0.610889
-0.676165,0.681835,0.279111,-0.904662,-0.343438,-0.728342
-0.627915,0.755805,0.185692,-0.833674,-0.23934,-0.850132
